sample_fp	plate	cycle	well	tile	channel
/mnt/data/uluru/input_sbs/plate_1/c3/A2_58_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	58	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_58_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	58	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_59_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	59	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_59_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	59	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_59_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	59	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_59_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	59	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_59_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	59	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_60_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	60	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_60_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	60	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_60_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	60	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_60_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	60	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_60_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	60	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_61_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	61	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_61_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	61	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_61_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	61	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_61_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	61	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_61_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	61	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_62_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	62	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_62_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	62	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_62_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	62	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_62_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	62	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_62_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	62	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_63_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	63	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_63_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	63	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_63_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	63	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_63_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	63	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_63_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	63	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_64_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	64	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_64_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	64	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_64_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	64	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_64_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	64	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_64_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	64	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_65_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	65	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_65_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	65	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_65_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	65	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_65_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	65	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_65_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	65	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_66_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	66	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_66_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	66	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_66_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	66	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_66_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	66	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_66_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	66	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_67_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	67	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_67_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	67	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_67_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	67	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_67_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	67	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_67_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	67	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_68_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	68	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_68_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	68	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_68_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	68	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_68_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	68	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_68_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	68	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_69_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	69	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_69_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	69	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_69_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	69	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_69_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	69	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_69_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	69	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_70_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	70	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_70_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	70	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_70_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	70	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_70_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	70	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_70_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	70	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_71_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	71	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_71_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	71	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_71_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	71	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_71_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	71	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_71_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	71	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_72_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	72	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_72_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	72	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_72_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	72	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_72_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	72	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_72_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	72	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_73_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	73	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_73_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	73	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_73_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	73	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_73_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	73	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_73_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	73	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_74_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	74	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_74_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	74	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_74_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	74	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_74_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	74	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_74_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	74	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_75_0_Fluorescence_405_nm_Ex.tiff	1	3	A2	75	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A2_75_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A2	75	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_75_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A2	75	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A2_75_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A2	75	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A2_75_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A2	75	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_0_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	0	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_0_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	0	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_0_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	0	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_0_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	0	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_0_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	0	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_1_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	1	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_1_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	1	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_1_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	1	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_1_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	1	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_1_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	1	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_2_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	2	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_2_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	2	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_2_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	2	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_2_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	2	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_2_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	2	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_3_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	3	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_3_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	3	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_3_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	3	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_3_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	3	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_3_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	3	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_4_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	4	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_4_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	4	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_4_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	4	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_4_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	4	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_4_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	4	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_5_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	5	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_5_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	5	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_5_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	5	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_5_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	5	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_5_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	5	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_6_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	6	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_6_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	6	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_6_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	6	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_6_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	6	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_6_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	6	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_7_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	7	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_7_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	7	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_7_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	7	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_7_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	7	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_7_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	7	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_8_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	8	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_8_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	8	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_8_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	8	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_8_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	8	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_8_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	8	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_9_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	9	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_9_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	9	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_9_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	9	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_9_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	9	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_9_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	9	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_10_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	10	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_10_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	10	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_10_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	10	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_10_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	10	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_10_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	10	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_11_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	11	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_11_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	11	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_11_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	11	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_11_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	11	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_11_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	11	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_12_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	12	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_12_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	12	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_12_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	12	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_12_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	12	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_12_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	12	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_13_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	13	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_13_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	13	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_13_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	13	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_13_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	13	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_13_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	13	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_14_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	14	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_14_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	14	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_14_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	14	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_14_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	14	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_14_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	14	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_15_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	15	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_15_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	15	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_15_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	15	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_15_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	15	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_15_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	15	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_16_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	16	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_16_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	16	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_16_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	16	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_16_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	16	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_16_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	16	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_17_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	17	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_17_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	17	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_17_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	17	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_17_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	17	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_17_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	17	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_18_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	18	405_nm_Ex
/mnt/data/uluru/input_sbs/plate_1/c3/A3_18_0_Fluorescence_561_nm_Ex_-_1.tiff	1	3	A3	18	561_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_18_0_Fluorescence_561_nm_Ex_-_2.tiff	1	3	A3	18	561_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_18_0_Fluorescence_638_nm_Ex_-_1.tiff	1	3	A3	18	638_nm_Ex_-_1
/mnt/data/uluru/input_sbs/plate_1/c3/A3_18_0_Fluorescence_638_nm_Ex_-_2.tiff	1	3	A3	18	638_nm_Ex_-_2
/mnt/data/uluru/input_sbs/plate_1/c3/A3_19_0_Fluorescence_405_nm_Ex.tiff	1	3	A3	19	405_nm_Ex
